"","site","YYYYMMDD","trans_type","trans_bin","trans_m","pit_bin","sed1_type","sed2_type","sed1_no","sed2_no","sedno_avg","field_collector","date","place_name","bay_code","bay_sample","latitude","longitude"
"144","2017_L_02",20170715,"Outside",4,40,1,"Gravel","Sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"145","2017_L_02",20170715,"Outside",5,50,0,"Sand","Pebble",4,6,5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"146","2017_L_02",20170715,"Outside",6,60,0,"Sand","Pebble",4,6,5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"147","2017_L_02",20170715,"Outside",7,70,0,"Gravel","Sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"148","2017_L_02",20170715,"Outside",8,80,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"149","2017_L_02",20170715,"Outside",9,90,0,"Sand","Pebble",4,6,5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"150","2017_L_02",20170715,"Outside",10,100,0,"Sand","Pebble",4,6,5,"Tiff Stephens, Wendel Raymond",2017-07-15,"Goats mouth inlet","GOAT","A",55.192784,-132.900113
"151","2017_L_03",20170724,"Edge",1,10,0,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"152","2017_L_03",20170724,"Edge",2,20,0,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"153","2017_L_03",20170724,"Edge",3,30,0,"Sandy mud","Mud",2,1,1.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"154","2017_L_03",20170724,"Edge",4,40,0,"Sandy mud","Mud",2,1,1.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"155","2017_L_03",20170724,"Edge",5,50,0,"Mud","Sandy mud",1,2,1.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"156","2017_L_03",20170724,"Edge",6,60,0,"Sand","Pebble",4,6,5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"157","2017_L_03",20170724,"Edge",7,70,0,"Pebble","Pebble",6,6,6,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"158","2017_L_03",20170724,"Edge",8,80,0,"Sand","Pebble",4,6,5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"159","2017_L_03",20170724,"Edge",9,90,0,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"160","2017_L_03",20170724,"Edge",10,100,0,"Sand","Sandy mud",4,2,3,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"161","2017_L_03",20170724,"Inside",1,10,0,"Mud","Sandy mud",1,2,1.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"162","2017_L_03",20170724,"Inside",2,20,0,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"163","2017_L_03",20170724,"Inside",3,30,1,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"164","2017_L_03",20170724,"Inside",4,40,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"165","2017_L_03",20170724,"Inside",5,50,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"166","2017_L_03",20170724,"Inside",6,60,0,"Gravel","Sand",7,4,5.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"167","2017_L_03",20170724,"Inside",7,70,0,"Gravel","Sand",7,4,5.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"168","2017_L_03",20170724,"Inside",8,80,0,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"169","2017_L_03",20170724,"Inside",9,90,0,"Mud","Gravel",1,7,4,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"170","2017_L_03",20170724,"Inside",10,100,0,"Mud","Gravel",1,7,4,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"171","2017_L_03",20170724,"Outside",1,10,0,"Gravel","Sandy mud",7,2,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"172","2017_L_03",20170724,"Outside",2,20,0,"Gravel","Pebble",7,6,6.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"173","2017_L_03",20170724,"Outside",3,30,0,"Gravel","Cobble",7,8,7.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"174","2017_L_03",20170724,"Outside",4,40,0,"Gravel","Sandy mud",7,2,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"175","2017_L_03",20170724,"Outside",5,50,0,"Gravel","Sandy mud",7,2,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"176","2017_L_03",20170724,"Outside",6,60,0,"Gravel","Sandy mud",7,2,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"177","2017_L_03",20170724,"Outside",7,70,0,"Gravel","Sandy mud",7,2,4.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"178","2017_L_03",20170724,"Outside",8,80,0,"Gravel","Cobble",7,8,7.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"179","2017_L_03",20170724,"Outside",9,90,0,"Gravel","Sand",7,4,5.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"180","2017_L_03",20170724,"Outside",10,100,0,"Gravel","Sand",7,4,5.5,"Ashley Bolwerk",2017-07-24,"North Pass","NPAS","A",55.229358,-132.924121
"181","2017_L_04",20170628,"Edge",1,10,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"182","2017_L_04",20170628,"Edge",2,20,0,"Sandy mud","Sandy mud",2,2,2,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"183","2017_L_04",20170628,"Edge",3,30,0,"Sandy mud","Mud",2,1,1.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"184","2017_L_04",20170628,"Edge",4,40,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"185","2017_L_04",20170628,"Edge",5,50,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"186","2017_L_04",20170628,"Edge",6,60,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"187","2017_L_04",20170628,"Edge",7,70,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"188","2017_L_04",20170628,"Edge",8,80,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"189","2017_L_04",20170628,"Edge",9,90,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"190","2017_L_04",20170628,"Edge",10,100,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"191","2017_L_04",20170628,"Inside",1,10,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"192","2017_L_04",20170628,"Inside",2,20,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"193","2017_L_04",20170628,"Inside",3,30,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"194","2017_L_04",20170628,"Inside",4,40,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"195","2017_L_04",20170628,"Inside",5,50,0,"Gravel","Muddy Sand",7,3,5,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"196","2017_L_04",20170628,"Inside",6,60,0,"Gravel","Muddy Sand",7,3,5,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"197","2017_L_04",20170628,"Inside",7,70,0,"Gravel","Muddy Sand",7,3,5,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"198","2017_L_04",20170628,"Inside",8,80,0,"Gravel","Muddy Sand",7,3,5,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"199","2017_L_04",20170628,"Inside",9,90,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"200","2017_L_04",20170628,"Inside",10,100,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"201","2017_L_04",20170628,"Outside",1,10,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"202","2017_L_04",20170628,"Outside",2,20,0,"Sandy mud","Mud",2,1,1.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"203","2017_L_04",20170628,"Outside",3,30,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"204","2017_L_04",20170628,"Outside",4,40,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"205","2017_L_04",20170628,"Outside",5,50,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"206","2017_L_04",20170628,"Outside",6,60,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"207","2017_L_04",20170628,"Outside",7,70,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"208","2017_L_04",20170628,"Outside",8,80,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"209","2017_L_04",20170628,"Outside",9,90,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"210","2017_L_04",20170628,"Outside",10,100,0,"Gravel","Sandy mud",7,2,4.5,"Tiff Stephens",2017-06-28,"Natzuhini Bay","NATZ","A",55.25051,-132.883
"211","2017_L_05",20170627,"Edge",1,10,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"212","2017_L_05",20170627,"Edge",2,20,0,"Sandy mud","Sand",2,4,3,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"213","2017_L_05",20170627,"Edge",3,30,0,"Sandy mud","Sand",2,4,3,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"214","2017_L_05",20170627,"Edge",4,40,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"215","2017_L_05",20170627,"Edge",5,50,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"216","2017_L_05",20170627,"Edge",6,60,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"217","2017_L_05",20170627,"Edge",7,70,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"218","2017_L_05",20170627,"Edge",8,80,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"219","2017_L_05",20170627,"Edge",9,90,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"220","2017_L_05",20170627,"Edge",10,100,0,"Sandy mud","Cobble",2,8,5,"Tiff Stephens",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"221","2017_L_05",20170627,"Inside",1,10,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"222","2017_L_05",20170627,"Inside",2,20,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"223","2017_L_05",20170627,"Inside",3,30,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"224","2017_L_05",20170627,"Inside",4,40,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"225","2017_L_05",20170627,"Inside",5,50,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"226","2017_L_05",20170627,"Inside",6,60,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"227","2017_L_05",20170627,"Inside",7,70,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"228","2017_L_05",20170627,"Inside",8,80,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"229","2017_L_05",20170627,"Inside",9,90,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"230","2017_L_05",20170627,"Inside",10,100,0,"Sandy mud","Sandy mud",2,2,2,"Wendel Raymond",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"231","2017_L_05",20170627,"Outside",1,10,0,"Sandy mud","Gravel",2,7,4.5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"232","2017_L_05",20170627,"Outside",2,20,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"233","2017_L_05",20170627,"Outside",3,30,0,"Sand","Sand",4,4,4,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"234","2017_L_05",20170627,"Outside",4,40,0,"Sand","Sand",4,4,4,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"235","2017_L_05",20170627,"Outside",5,50,0,"Sand","Sand",4,4,4,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"236","2017_L_05",20170627,"Outside",6,60,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"237","2017_L_05",20170627,"Outside",7,70,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"238","2017_L_05",20170627,"Outside",8,80,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"239","2017_L_05",20170627,"Outside",9,90,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"240","2017_L_05",20170627,"Outside",10,100,0,"Sandy mud","Cobble",2,8,5,"Ginny Eckert",2017-06-27,"Dunbar Inlet","DUNB","A",55.0848,-132.826
"241","2017_L_06",20170723,"Edge",1,10,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"242","2017_L_06",20170723,"Edge",2,20,0,"Coarse Sand","Pebble",5,6,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"243","2017_L_06",20170723,"Edge",3,30,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"244","2017_L_06",20170723,"Edge",4,40,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"245","2017_L_06",20170723,"Edge",5,50,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"246","2017_L_06",20170723,"Edge",6,60,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"247","2017_L_06",20170723,"Edge",7,70,0,"Sand","Sand",4,4,4,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"248","2017_L_06",20170723,"Edge",8,80,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"249","2017_L_06",20170723,"Edge",9,90,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"250","2017_L_06",20170723,"Edge",10,100,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"251","2017_L_06",20170723,"Inside",1,10,0,"Muddy Sand","Muddy Sand",3,3,3,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"252","2017_L_06",20170723,"Inside",2,20,0,"Muddy Sand","Sand",3,4,3.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"253","2017_L_06",20170723,"Inside",3,30,0,"Sand","Muddy Sand",4,3,3.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"254","2017_L_06",20170723,"Inside",4,40,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"255","2017_L_06",20170723,"Inside",5,50,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"256","2017_L_06",20170723,"Inside",6,60,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"257","2017_L_06",20170723,"Inside",7,70,0,"Sand","Sand",4,4,4,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"258","2017_L_06",20170723,"Inside",8,80,0,"Sand","Sand",4,4,4,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"259","2017_L_06",20170723,"Inside",9,90,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"260","2017_L_06",20170723,"Inside",10,100,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"261","2017_L_06",20170723,"Outside",1,10,0,"Gravel","Cobble",7,8,7.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"262","2017_L_06",20170723,"Outside",2,20,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"263","2017_L_06",20170723,"Outside",3,30,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"264","2017_L_06",20170723,"Outside",4,40,0,"Pebble","Gravel",6,7,6.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"265","2017_L_06",20170723,"Outside",5,50,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"266","2017_L_06",20170723,"Outside",6,60,0,"Coarse Sand","Gravel",5,7,6,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"267","2017_L_06",20170723,"Outside",7,70,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"268","2017_L_06",20170723,"Outside",8,80,0,"Sand","Sand",4,4,4,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"269","2017_L_06",20170723,"Outside",9,90,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"270","2017_L_06",20170723,"Outside",10,100,0,"Gravel","Sand",7,4,5.5,"Tiff Stephens",2017-07-23,"Farallon Bay","FARA","A",55.19112,-133.105314
"271","2017_L_07",20170723,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"272","2017_L_07",20170723,"Edge",2,20,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"273","2017_L_07",20170723,"Edge",3,30,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"274","2017_L_07",20170723,"Edge",4,40,1,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"275","2017_L_07",20170723,"Edge",5,50,0,"Muddy Sand","Muddy Sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"276","2017_L_07",20170723,"Edge",6,60,0,"Sand","Muddy Sand",4,3,3.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"277","2017_L_07",20170723,"Edge",7,70,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"278","2017_L_07",20170723,"Edge",8,80,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"279","2017_L_07",20170723,"Edge",9,90,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"280","2017_L_07",20170723,"Edge",10,100,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"281","2017_L_07",20170723,"Inside",1,10,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"282","2017_L_07",20170723,"Inside",2,20,0,"Gravel","Sand",7,4,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"283","2017_L_07",20170723,"Inside",3,30,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"284","2017_L_07",20170723,"Inside",4,40,0,"Sand","Sand",4,4,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"285","2017_L_07",20170723,"Inside",5,50,0,"Muddy Sand","Mud",3,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"286","2017_L_07",20170723,"Inside",6,60,0,"Sand","Muddy Sand",4,3,3.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"287","2017_L_07",20170723,"Inside",7,70,0,"Sand","Pebble",4,6,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"288","2017_L_07",20170723,"Inside",8,80,0,"Cobble","Pebble",8,6,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"289","2017_L_07",20170723,"Inside",9,90,0,"Cobble","Pebble",8,6,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"290","2017_L_07",20170723,"Inside",10,100,0,"Cobble","Pebble",8,6,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"291","2017_L_07",20170723,"Outside",1,10,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"292","2017_L_07",20170723,"Outside",2,20,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"293","2017_L_07",20170723,"Outside",3,30,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"294","2017_L_07",20170723,"Outside",4,40,1,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
